task_id	name	hash	status	exit	cpus	memory	time	submit	start	complete	duration	%cpu	%mem	peak_rss	workdir
21	run_sim (21)	42/9986b6	COMPLETED	0	1	8589934592	10800000	1761399215965	1761399220143	1761399650149	434184	96.1	0.1	796852224	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_4/42/9986b629adfe28497b7b550f7c172a
24	vcfsubset (Papuan chr21)	ca/239ce9	COMPLETED	0	1	4294967296	3600000	1761399661840	1761399670176	1761399695165	33325	92.1	0.0	86003712	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_4/ca/239ce92a03b4a7c7e233b0f87158ab
23	pbs (Papuan 21)	15/fb857c	COMPLETED	0	1	17179869184	3600000	1761399650956	1761399655157	1761399710155	59199	93.6	0.1	1631420416	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_4/15/fb857c498249b6ef7d637d4ab24402
22	run_sim (22)	6e/79970a	COMPLETED	0	1	8589934592	10800000	1761399222006	1761399225153	1761399810159	588153	97.2	0.1	994959360	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_4/6e/79970a23fa36abdf33d194d92a22b1
25	xpehh (Papuan 21)	95/5e6b93	COMPLETED	0	1	25769803776	7200000	1761399655837	1761399660148	1761399825185	169348	96.8	0.3	3158302720	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_4/95/5e6b935d1a0d6f5f56d521702fa86d
26	vcfsubset (Papuan chr22)	f5/4bc3bb	COMPLETED	0	1	4294967296	3600000	1761399821442	1761399825190	1761399850158	28716	93.9	0.0	86163456	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_4/f5/4bc3bba33d95b9177da928b918e42d
27	pbs (Papuan 22)	06/bff6df	COMPLETED	0	1	17179869184	3600000	1761399810446	1761399815161	1761399880162	69716	96.5	0.6	1607311360	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_4/06/bff6dfa69cffe01ce7303cfa554856
28	xpehh (Papuan 22)	e2/15297e	COMPLETED	0	1	25769803776	7200000	1761399815338	1761399820160	1761399985166	169828	96.7	0.1	3095945216	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_4/e2/15297ee7d343a08c4980b8ffb8b411
19	run_sim (19)	81/5b25be	COMPLETED	0	1	8589934592	10800000	1761399203957	1761399210128	1761400235196	1031239	97.8	0.3	850157568	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_4/81/5b25bec83f67b91ef8135096e7371b
20	run_sim (20)	c1/146f13	COMPLETED	0	1	8589934592	10800000	1761399209973	1761399215133	1761400280196	1070223	97.9	0.3	891576320	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_4/c1/146f1313d58184898246005a949570
