task_id	name	hash	status	exit	cpus	memory	time	submit	start	complete	duration	%cpu	%mem	peak_rss	workdir
21	run_sim (21)	32/704752	COMPLETED	0	1	8589934592	10800000	1761362445663	1761362446232	1761362836241	390578	97.0	0.1	790802432	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/32/70475244a1834ce779967dc344a582
24	vcfsubset (Papuan chr21)	9f/12de1d	COMPLETED	0	1	4294967296	3600000	1761362836914	1761362841244	1761362871249	34335	91.7	0.0	86048768	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/9f/12de1db7a8858ec2e1b4b007bf3740
23	pbs (Papuan 21)	b9/36edf8	COMPLETED	0	1	17179869184	3600000	1761362847915	1761362851246	1761362901251	53336	96.2	0.1	1633460224	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/b9/36edf81112d02df33c618b8f613a52
25	xpehh (Papuan 21)	3c/d19b82	COMPLETED	0	1	25769803776	7200000	1761362841863	1761362846240	1761363011257	169394	97.5	0.1	3147845632	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/3c/d19b823d94929e9729783e2d72c95a
22	run_sim (22)	b9/401600	COMPLETED	0	1	8589934592	10800000	1761362457536	1761362461269	1761363046260	588724	96.9	0.3	935989248	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/b9/4016006e91a5f355e9538a0c2b9b48
26	vcfsubset (Papuan chr22)	6e/b51a80	COMPLETED	0	1	4294967296	3600000	1761363057407	1761363061266	1761363086261	28854	92.8	0.0	85975040	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/6e/b51a80ea3f9f8532a64cd35efb9177
28	pbs (Papuan 22)	e7/fc132c	COMPLETED	0	1	17179869184	3600000	1761363046473	1761363051259	1761363101260	54787	95.5	0.1	1606660096	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/e7/fc132c9e5bf21451b9c86adde151d8
27	xpehh (Papuan 22)	94/f33777	COMPLETED	0	1	25769803776	7200000	1761363051411	1761363056262	1761363221275	169864	97.5	0.2	3091558400	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/94/f3377736f5c2477248d3bd47dac53a
19	run_sim (19)	36/54b922	COMPLETED	0	1	8589934592	10800000	1761362433539	1761362436226	1761363316288	882749	98.0	0.1	852762624	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/36/54b92215d5634e4016028e1f4e3a11
29	vcfsubset (Papuan chr19)	f2/50896b	COMPLETED	0	1	4294967296	3600000	1761363316408	1761363321281	1761363361286	44878	94.3	0.0	86011904	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/f2/50896b9b8bc1ccbaf1af960b1d06c9
31	pbs (Papuan 19)	82/50386a	COMPLETED	0	1	17179869184	3600000	1761363321429	1761363326287	1761363406284	84855	95.8	0.1	2607570944	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/82/50386a8606ba54966e27ff56a76f39
20	run_sim (20)	56/d7fef5	COMPLETED	0	1	8589934592	10800000	1761362451620	1761362456225	1761363506295	1054675	97.9	0.5	1215287296	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/56/d7fef58d348b709c4f49bd2953939b
33	vcfsubset (Papuan chr20)	81/09cab5	COMPLETED	0	1	4294967296	3600000	1761363511430	1761363516288	1761363561297	49867	92.6	0.0	86167552	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/81/09cab564c80f3b847f1183358f552e
30	xpehh (Papuan 19)	8f/b61966	COMPLETED	0	1	25769803776	7200000	1761363327396	1761363331279	1761363596317	268921	97.8	0.3	5104218112	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/8f/b61966a671e73a136f2f658fe8217b
34	pbs (Papuan 20)	a1/e7d66b	COMPLETED	0	1	17179869184	3600000	1761363517426	1761363521288	1761363606324	88898	97.0	0.2	2799149056	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/a1/e7d66b8599a2deaa4bb10261ad3a02
17	run_sim (17)	21/6ee45a	COMPLETED	0	1	8589934592	10800000	1761362421579	1761362426221	1761363701297	1279718	98.4	0.1	1412894720	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/21/6ee45af12a59a26df37d3f0ca96317
14	run_sim (14)	a5/185b1f	COMPLETED	0	1	8589934592	10800000	1761362409560	1761362416236	1761363736296	1326736	98.2	0.1	1070366720	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/a5/185b1f1f2cc5da3eb350c7752bb6be
35	vcfsubset (Papuan chr17)	fc/aceeed	COMPLETED	0	1	4294967296	3600000	1761363701450	1761363706294	1761363761307	59857	93.9	0.0	86179840	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/fc/aceeed465c3225e9d81e0c4d2aa5ad
32	xpehh (Papuan 20)	ed/a7e96f	COMPLETED	0	1	25769803776	7200000	1761363506478	1761363511287	1761363796296	289818	98.0	0.4	5583601664	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/ed/a7e96f99c2519a29139f7a1981ca60
39	vcfsubset (Papuan chr14)	e5/859ae2	COMPLETED	0	1	4294967296	3600000	1761363741371	1761363746305	1761363806303	64932	94.9	0.0	85864448	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/e5/859ae2e3c40817899f032a7fa11f05
36	pbs (Papuan 17)	2f/417386	COMPLETED	0	1	17179869184	3600000	1761363706372	1761363711307	1761363826299	119927	97.0	0.3	3622744064	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/2f/4173866f69f36fd47af6deaf4e529e
18	run_sim (18)	3b/bbb8ae	COMPLETED	0	1	8589934592	10800000	1761362439540	1761362441225	1761363841301	1401761	98.3	0.1	1019727872	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/3b/bbb8ae3b0a4e71c65ecae8f3fe9a0c
40	pbs (Papuan 14)	32/64ab60	COMPLETED	0	1	17179869184	3600000	1761363747363	1761363751303	1761363871299	123936	97.4	0.3	3794022400	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/32/64ab6071983afb14155ffc114b0802
13	run_sim (13)	6c/25f4f2	COMPLETED	0	1	8589934592	10800000	1761362397547	1761362401236	1761363881323	1483776	97.5	0.1	1391108096	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/6c/25f4f290ebc10ea85ddfa951cd8532
41	vcfsubset (Papuan chr18)	85/4db832	COMPLETED	0	1	4294967296	3600000	1761363841454	1761363846306	1761363901299	59845	95.0	0.0	86220800	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/85/4db832264e8f315d7fe2ca3ca93ce7
15	run_sim (15)	3d/a10b65	COMPLETED	0	1	8589934592	10800000	1761362415541	1761362416242	1761363926298	1510757	98.5	0.1	1543536640	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/3d/a10b65c87a3ae51e045c11a13fdc67
16	run_sim (16)	a9/b8e417	COMPLETED	0	1	8589934592	10800000	1761362427576	1761362431223	1761363956302	1528726	98.4	0.1	1155002368	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/a9/b8e417e87e4c3ccc2cebf4be1ef321
45	vcfsubset (Papuan chr13)	98/025082	COMPLETED	0	1	4294967296	3600000	1761363886477	1761363891299	1761363956336	69859	95.4	0.0	86114304	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/98/025082584259b44d51230f8250ceb0
42	pbs (Papuan 18)	ce/ab7b9f	COMPLETED	0	1	17179869184	3600000	1761363852373	1761363856302	1761363966309	113936	97.4	0.2	3499597824	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/ce/ab7b9f781866d3ec33062cfd66be24
47	vcfsubset (Papuan chr15)	b7/24e4c9	COMPLETED	0	1	4294967296	3600000	1761363926453	1761363931299	1761363986303	59850	95.0	0.0	86102016	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/b7/24e4c96d12b7367fc0c0c858dd1767
44	pbs (Papuan 13)	df/d43347	COMPLETED	0	1	17179869184	3600000	1761363881539	1761363886297	1761364016302	134763	97.5	0.3	4090679296	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/df/d43347cb3f8dbaf8c8e3375fd466f8
52	vcfsubset (Papuan chr16)	ec/dd6ec9	COMPLETED	0	1	4294967296	3600000	1761363967417	1761363971303	1761364031304	63887	95.5	0.0	86142976	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/ec/dd6ec9a844b9b1b594b3c2854aa270
48	pbs (Papuan 15)	3e/6b0ee3	COMPLETED	0	1	17179869184	3600000	1761363931349	1761363936305	1761364051303	119954	96.9	0.3	3524624384	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/3e/6b0ee3fd60711ae25ca96478a59c67
37	xpehh (Papuan 17)	fd/108823	COMPLETED	0	1	25769803776	7200000	1761363712399	1761363716332	1761364091305	378906	98.0	0.6	7200288768	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_3/fd/1088234675fa09c49f8e97477c9c49
