task_id	name	hash	status	exit	cpus	memory	time	submit	start	complete	duration	%cpu	%mem	peak_rss	workdir
21	run_sim (21)	2d/b4e9be	COMPLETED	0	1	8589934592	10800000	1761431331284	1761431335815	1761431630830	299546	97.0	0.1	796499968	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/2d/b4e9be5a70eb11e81298915b750281
24	vcfsubset (Papuan chr21)	5f/13c252	COMPLETED	0	1	4294967296	3600000	1761431642436	1761431645830	1761431670835	28399	94.5	0.0	104841216	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/5f/13c2526a1ec8428f0329d9c45c890a
23	pbs (Papuan 21)	b0/27499f	COMPLETED	0	1	17179869184	3600000	1761431636508	1761431640858	1761431700886	64378	97.1	0.5	1623953408	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/b0/27499fb4e0e1c49f71f96b759929d7
22	run_sim (22)	a0/e8f6f9	COMPLETED	0	1	8589934592	10800000	1761431337258	1761431340838	1761431755835	418577	97.2	0.1	936800256	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/a0/e8f6f912aa0292ebe333a1e2557288
26	vcfsubset (Papuan chr22)	90/c6366c	COMPLETED	0	1	4294967296	3600000	1761431767002	1761431770837	1761431795841	28839	93.2	0.0	81879040	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/90/c6366ce2f7239ab2c664059553371c
25	xpehh (Papuan 21)	10/a1f5ec	COMPLETED	0	1	25769803776	7200000	1761431631491	1761431635826	1761431805865	174374	98.1	1.5	3110760448	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/10/a1f5ec2a14d25a1018dcf1af30cb07
28	pbs (Papuan 22)	8a/665998	COMPLETED	0	1	17179869184	3600000	1761431760985	1761431765846	1761431815844	54859	95.6	0.1	1605758976	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/8a/665998c75d0b099631972e06b4141f
27	xpehh (Papuan 22)	c7/742b21	COMPLETED	0	1	25769803776	7200000	1761431756071	1761431760861	1761431930847	174776	97.8	1.1	3098640384	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/c7/742b219aff418900963139aaa540eb
20	run_sim (20)	b0/a749b1	COMPLETED	0	1	8589934592	10800000	1761431325268	1761431330828	1761432155880	830612	97.9	0.1	882728960	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/b0/a749b1ad0870ac825114aeb3e8a617
29	vcfsubset (Papuan chr20)	e2/fa566e	COMPLETED	0	1	4294967296	3600000	1761432156185	1761432160857	1761432205874	49689	94.6	0.0	81666048	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/e2/fa566ecf2068760b8e54db9ccbb1ca
30	pbs (Papuan 20)	2f/9299b4	COMPLETED	0	1	17179869184	3600000	1761432161081	1761432165860	1761432250862	89781	97.2	0.2	2791354368	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/2f/9299b4a4df1ab7a418f6890f960a18
18	run_sim (18)	53/0bcd6c	COMPLETED	0	1	8589934592	10800000	1761431319252	1761431320830	1761432360887	1041635	98.1	0.1	1012285440	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/53/0bcd6c20c507df25186c9d977dca48
19	run_sim (19)	c1/1fe6b2	COMPLETED	0	1	8589934592	10800000	1761431313263	1761431315860	1761432420894	1107631	98.0	0.4	920215552	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/c1/1fe6b262e402ca80acb87443f5c01e
33	vcfsubset (Papuan chr18)	45/18ab5f	COMPLETED	0	1	4294967296	3600000	1761432372090	1761432375864	1761432430870	58780	93.3	0.0	81567744	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/45/18ab5f6fd77be88f9a508312e76e97
31	xpehh (Papuan 20)	62/9d4da4	COMPLETED	0	1	25769803776	7200000	1761432167079	1761432170855	1761432455868	288789	98.4	0.2	5547364352	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/62/9d4da453d8ae1a6543f22ba953a08e
35	vcfsubset (Papuan chr19)	1b/caa98d	COMPLETED	0	1	4294967296	3600000	1761432421117	1761432425871	1761432465870	44753	91.9	0.0	81825792	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/1b/caa98d279cd82043f092e0d1415984
34	pbs (Papuan 18)	e5/d63756	COMPLETED	0	1	17179869184	3600000	1761432366056	1761432370863	1761432480914	114858	97.7	0.2	3477774336	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/e5/d6375687fe3977396ef9149236e3f5
36	pbs (Papuan 19)	96/bbfbf7	COMPLETED	0	1	17179869184	3600000	1761432425993	1761432430877	1761432510873	84880	96.7	0.2	2533224448	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/96/bbfbf743827794c6b240defb76ac70
32	xpehh (Papuan 18)	34/4a2180	COMPLETED	0	1	25769803776	7200000	1761432361063	1761432365864	1761432715877	354814	98.3	0.6	6893780992	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/34/4a2180a9ccecad3eb88c50ef245917
37	xpehh (Papuan 19)	77/a1a9e1	COMPLETED	0	1	25769803776	7200000	1761432431995	1761432435875	1761432720905	288910	96.5	0.4	5078810624	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/77/a1a9e12f769dd9ef954d269a82be6e
14	run_sim (14)	f4/b8104a	COMPLETED	0	1	8589934592	10800000	1761431289255	1761431290817	1761432785882	1496627	98.3	0.6	1377243136	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/f4/b8104a722b850cd5a6faa7d5ed8032
38	vcfsubset (Papuan chr14)	e6/09d7af	COMPLETED	0	1	4294967296	3600000	1761432786232	1761432790879	1761432850880	64648	94.5	0.0	81883136	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/e6/09d7af03c2dd0722ea40627c1bcaa9
13	run_sim (13)	51/12f5c0	COMPLETED	0	1	8589934592	10800000	1761431277297	1761431280839	1761432880884	1603587	98.2	0.4	1135480832	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/51/12f5c05b2b98d860341c517d209945
17	run_sim (17)	c3/b51ae2	COMPLETED	0	1	8589934592	10800000	1761431301276	1761431305833	1761432895883	1594607	98.3	0.4	1081176064	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/c3/b51ae29f38cc5d212a65b757503c47
40	pbs (Papuan 14)	c0/da3e0d	COMPLETED	0	1	17179869184	3600000	1761432797161	1761432800879	1761432925886	128725	96.5	0.3	3786940416	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/c0/da3e0d323924ebbeb32e50d72fdba1
42	vcfsubset (Papuan chr13)	c1/0a7be6	COMPLETED	0	1	4294967296	3600000	1761432886020	1761432890888	1761432940891	54871	95.9	0.0	81952768	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/c1/0a7be62bcf2a5ace4de2161b9aca9e
46	vcfsubset (Papuan chr17)	29/5601d0	COMPLETED	0	1	4294967296	3600000	1761432904035	1761432905890	1761432965888	61853	95.7	0.0	81760256	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_8/29/5601d07dbfa7f28bbab48657af3af4
