task_id	name	hash	status	exit	cpus	memory	time	submit	start	complete	duration	%cpu	%mem	peak_rss	workdir
21	run_sim (21)	92/6519e9	COMPLETED	0	1	8589934592	10800000	1761362151592	1761362156052	1761362536069	384477	96.7	0.1	661192704	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_2/92/6519e9e78de01b0a7ab627f4fc392e
24	vcfsubset (Papuan chr21)	a5/226ce7	COMPLETED	0	1	4294967296	3600000	1761362547786	1761362551071	1761362581113	33327	90.9	0.0	86269952	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_2/a5/226ce7851e497a98ec580156047d3e
23	pbs (Papuan 21)	b8/89c1e8	COMPLETED	0	1	17179869184	3600000	1761362541758	1761362546070	1761362626069	84311	86.2	0.6	1660186624	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_2/b8/89c1e8245e2747f0b0b75a4c265a7f
22	run_sim (22)	7d/1e7dcb	COMPLETED	0	1	8589934592	10800000	1761362157557	1761362161077	1761362676077	518520	97.1	0.1	941957120	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_2/7d/1e7dcb4b605ae2f6953dd4f74815d9
25	xpehh (Papuan 21)	88/bf0a57	COMPLETED	0	1	25769803776	7200000	1761362536851	1761362541069	1761362721074	184223	95.0	0.1	3270004736	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_2/88/bf0a57fe5cede4a4ed6ea7c299aa48
26	vcfsubset (Papuan chr22)	99/ac229b	COMPLETED	0	1	4294967296	3600000	1761362687284	1761362691078	1761362721086	33802	93.3	0.0	86200320	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_2/99/ac229bf7e5429283250abd09b1e1a0
28	pbs (Papuan 22)	4b/5f4963	COMPLETED	0	1	17179869184	3600000	1761362681277	1761362686075	1761362751080	69803	96.1	0.6	1612611584	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_2/4b/5f4963b404dc537df999978b6589ed
27	xpehh (Papuan 22)	d1/5181b5	COMPLETED	0	1	25769803776	7200000	1761362676436	1761362681073	1761362851077	174641	97.4	0.1	3115409408	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_2/d1/5181b5f1e1a6c3064a9f0393466bce
19	run_sim (19)	0d/3e05d2	COMPLETED	0	1	8589934592	10800000	1761362139661	1761362146050	1761363181116	1041455	97.8	0.4	1208057856	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_2/0d/3e05d22073f3036d57099b50325cce
20	run_sim (20)	41/297e74	COMPLETED	0	1	8589934592	10800000	1761362145731	1761362151056	1761363206094	1060363	98.0	0.1	1111793664	/gpfs/gibbs/pi/tucci/pfr8/nextflow_scratch/PIBv1_sims_2/41/297e74493979dd6f0a8f1ac463f497
