8	116292869
8	116292889
8	116293170
8	116293621
8	116293634
8	116293645
8	116293671
8	116293837
8	116294188
8	116294377
8	116294427
8	116294982
8	116295583
8	116295619
8	116295649
8	116295692
8	116295809
8	116296153
8	116296271
8	116296551
8	116296566
8	116296902
8	116297450
8	116297822
8	116298030
8	116298096
8	116298139
8	116298293
8	116298465
8	116298537
8	116298754
8	116299188
8	116299233
8	116299245
8	116299406
8	116299498
8	116299503
8	116299674
8	116299794
8	116300384
8	116301180
8	116301542
8	116301589
8	116301911
8	116302054
8	116302446
8	116302933
8	116302943
8	116303036
8	116303071
8	116303143
8	116303208
8	116303829
8	116304503
8	116304755
8	116304944
8	116305224
8	116305270
8	116305324
8	116305325
8	116305353
8	116305552
8	116305599
8	116306538
8	116306782
8	116306933
8	116307208
8	116307573
8	116307754
8	116308464
8	116308750
8	116309593
8	116309642
8	116309818
8	116309869
8	116310438
8	116311140
8	116311186
8	116311394
8	116311851
8	116312119
8	116312177
8	116312233
8	116313335
8	116314013
8	116314151
8	116314179
8	116314350
8	116314432
8	116314439
8	116314484
8	116314508
8	116314517
8	116314738
8	116315775
8	116315989
8	116316010
8	116316123
8	116316210
8	116316625
8	116316973
8	116317030
8	116317708
8	116318315
8	116318567
8	116318734
8	116318849
8	116319267
8	116319381
8	116319414
8	116319524
8	116319729
8	116320062
8	116320631
8	116320848
8	116321483
8	116321870
8	116322252
8	116322774
8	116323021
8	116323080
8	116324010
8	116325062
8	116325088
8	116325717
8	116326111
8	116326278
8	116326292
8	116326617
8	116326823
8	116326972
8	116327103
8	116327463
8	116327570
8	116327775
8	116327897
8	116328338
8	116328402
8	116328551
8	116328996
8	116329158
8	116329222
8	116329437
8	116329748
8	116330030
8	116330392
8	116330422
8	116330790
8	116331222
8	116331616
8	116331756
8	116332084
8	116332230
8	116332327
8	116332415
8	116332491
8	116332838
8	116332927
8	116332984
8	116332986
8	116333231
8	116335603
8	116335973
8	116336141
8	116336237
8	116336441
8	116336749
8	116336937
8	116337396
8	116337571
8	116337591
8	116337837
8	116338040
8	116338150
8	116338866
8	116339534
8	116340191
8	116340526
8	116340602
8	116340749
8	116341800
8	116341808
8	116341829
8	116341836
8	116341841
8	116342073
8	116342173
8	116342191
8	116342214
8	116342349
8	116342353
8	116342528
8	116342572
8	116342800
8	116342915
8	116343000
8	116343058
8	116343132
